serial_number,activity_date,facility_name,score,grade,service_code,service_description,employee_id,facility_address,facility_city,facility_id,facility_state,facility_zip,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id
DA7HKLCP1,2017-10-11,LOS POBLANOS RESTAURANTE,100,A,1,ROUTINE INSPECTION,EE0000800,1433 W JEFFERSON BLVD,LOS ANGELES,FA0035885,CA,90018,OW0037663,VICTORINO TEYUCA,RESTAURANT (0-30) SEATS HIGH RISK,1632,LOS POBLANOS RESTAURANTE,ACTIVE,PR0039400
DAZ3C0FNA,2017-05-26,DENNY'S RESTAURANT #7757,100,A,1,ROUTINE INSPECTION,EE0000798,3740 CRENSHAW BLVD,LOS ANGELES,FA0060787,CA,90016,OW0007968,CHUKA FOODS,RESTAURANT (61-150) SEATS HIGH RISK,1638,DENNY'S RESTAURANT #7757,ACTIVE,PR0003421
DAW6X9WHB,2017-05-17,PANDA CHINESE RESTAURANT,100,A,1,ROUTINE INSPECTION,EE0000798,4032 S WESTERN AVE,LOS ANGELES,FA0068234,CA,90062,OW0018189,K & D CHINESE FAST FOOD INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,PANDA CHINESE RESTAURANT,ACTIVE,PR0017135
DA0845321,2017-05-05,ELYSIAN RESTAURANT,100,A,1,ROUTINE INSPECTION,EE0000523,2806 CLEARWATER ST,LOS ANGELES,FA0158891,CA,90039,OW0123938,ELYSIAN LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,ELYSIAN RESTAURANT,ACTIVE,PR0146971
DA0769732,2017-02-01,CANCUN RESTAURANT,100,A,1,ROUTINE INSPECTION,EE0000950,5219 E BEVERLY BLVD,LOS ANGELES,FA0012815,CA,90022,OW0028703,MARGARITA R. PLATON,RESTAURANT (31-60) SEATS LOW RISK,1633,CANCUN RESTAURANT,ACTIVE,PR0022877
DABIFI10F,2016-12-14,PANDA CHINESE RESTAURANT,100,A,1,ROUTINE INSPECTION,EE0000798,4032 S WESTERN AVE,LOS ANGELES,FA0068234,CA,90062,OW0018189,K & D CHINESE FAST FOOD INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,PANDA CHINESE RESTAURANT,ACTIVE,PR0017135
DA0732819,2016-12-11,NENA RESTAURANT,100,A,1,ROUTINE INSPECTION,EE0001026,1804 E VERNON AVE # D-51,LOS ANGELES,FA0067478,CA,90058,OW0026545,MARIA E. OCHOA,RESTAURANT (0-30) SEATS HIGH RISK,1632,NENA RESTAURANT,ACTIVE,PR0022857
DAH1UVE0U,2016-12-01,B.L. RESTAURANT,100,A,1,ROUTINE INSPECTION,EE0000721,617 W 7TH ST,LOS ANGELES,FA0164787,CA,90017,OW0128102,BHFC OPERATING LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,B.L. RESTAURANT,ACTIVE,PR0153075
DAJXS1KG0,2016-11-03,LA FUENTE RESTAURANT,100,A,1,ROUTINE INSPECTION,EE0000923,5530 MONTE VISTA ST,LOS ANGELES,FA0020855,CA,90042,OW0031788,"SAPIEN,JOSE A V&MARTHA M DBA",RESTAURANT (0-30) SEATS HIGH RISK,1632,LA FUENTE RESTAURANT,ACTIVE,PR0011374
DA1SSC6PA,2016-11-02,LOS ARCOS RESTAURANT,100,A,1,ROUTINE INSPECTION,EE0000950,5719 E WHITTIER BLVD,LOS ANGELES,FA0065926,CA,90022,OW0004107,"BAUTISTA, ADOLFO",RESTAURANT (61-150) SEATS HIGH RISK,1638,LOS ARCOS RESTAURANT,ACTIVE,PR0016276
DAJH28NYZ,2016-09-16,LEONARDO'S RESTAURANT,100,A,1,ROUTINE INSPECTION,EE0000799,6611 S ALAMEDA ST,LOS ANGELES,FA0035989,CA,90001,OW0022181,"LOPEZ, LEONARDO M",RESTAURANT (151 + ) SEATS HIGH RISK,1641,LEONARDO'S RESTAURANT,ACTIVE,PR0005399
DASRZSMLG,2016-08-26,TEXIS RESTAURANT AND ENTERTAINMENT,100,A,1,ROUTINE INSPECTION,EE0000884,2815 W PICO BLVD,LOS ANGELES,FA0036834,CA,90006,OW0035347,TEXIS RESTAURANTS INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,TEXIS RESTAURANT AND ENTERTAINMENT,ACTIVE,PR0044767
DASIBGFOE,2016-08-02,PANDA CHINESE RESTAURANT,100,A,1,ROUTINE INSPECTION,EE0000798,4032 S WESTERN AVE,LOS ANGELES,FA0068234,CA,90062,OW0018189,K & D CHINESE FAST FOOD INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,PANDA CHINESE RESTAURANT,ACTIVE,PR0017135
DAFTLRTAR,2016-06-21,SAKURA RESTAURANT WAREHOUSE,100,A,1,ROUTINE INSPECTION,EE0000953,4543 S CENTINELA AVE,LOS ANGELES,FA0047373,CA,90066,OW0036339,"TOYA, JANIS",RESTAURANT (31-60) SEATS LOW RISK,1633,SAKURA RESTAURANT WAREHOUSE,ACTIVE,PR0005284
DA0577007,2016-05-23,LOS ARCOS RESTAURANT,100,A,1,ROUTINE INSPECTION,EE0000950,5719 E WHITTIER BLVD,LOS ANGELES,FA0065926,CA,90022,OW0004107,"BAUTISTA, ADOLFO",RESTAURANT (61-150) SEATS HIGH RISK,1638,LOS ARCOS RESTAURANT,ACTIVE,PR0016276
DAAJCZABH,2016-03-04,LEONARDO'S RESTAURANT,100,A,1,ROUTINE INSPECTION,EE0000799,6611 S ALAMEDA ST,LOS ANGELES,FA0035989,CA,90001,OW0022181,"LOPEZ, LEONARDO M",RESTAURANT (151 + ) SEATS HIGH RISK,1641,LEONARDO'S RESTAURANT,ACTIVE,PR0005399
DAXJ63WHI,2016-02-25,PANDA CHINESE RESTAURANT,100,A,1,ROUTINE INSPECTION,EE0000798,4032 S WESTERN AVE,LOS ANGELES,FA0068234,CA,90062,OW0018189,K & D CHINESE FAST FOOD INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,PANDA CHINESE RESTAURANT,ACTIVE,PR0017135
DAAULA3KB,2016-02-03,D'LIDO RESTAURANT AND BAKERY,100,A,1,ROUTINE INSPECTION,EE0000140,1147 W WASHINGTON BLVD,LOS ANGELES,FA0142882,CA,90015-3315,OW0106042,GALDAZA FOOD CORPORATION,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,D'LIDO RESTAURANT AND BAKERY,ACTIVE,PR0127024
DAJO7NNFI,2015-09-11,LEONARDO'S RESTAURANT,100,A,1,ROUTINE INSPECTION,EE0000799,6611 S ALAMEDA ST,LOS ANGELES,FA0035989,CA,90001,OW0022181,"LOPEZ, LEONARDO M",RESTAURANT (151 + ) SEATS HIGH RISK,1641,LEONARDO'S RESTAURANT,ACTIVE,PR0005399
DAIARSDMB,2018-03-16,EARLES RESTAURANT,100,A,1,ROUTINE INSPECTION,EE0000798,3864 CRENSHAW BLVD,LOS ANGELES,FA0224049,CA,90008-1821,OW0228618,"EARLE'S RESTAURANT,LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,EARLES RESTAURANT,ACTIVE,PR0179214
DASOOMFR0,2017-12-19,QWENCH 9TH AND FLOWER,91,A,1,ROUTINE INSPECTION,EE0000721,645 W 9TH ST STE 109,LOS ANGELES,FA0030823,CA,90017,OW0000115,"110 SUNSHINE SMOOTHIES, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,QWENCH 9TH AND FLOWER,ACTIVE,PR0009626
DANB2YKB2,2017-11-08,MORI SUSHI,93,A,1,ROUTINE INSPECTION,EE0000338,11500 W PICO BLVD,LOS ANGELES,FA0041542,CA,90064,OW0030832,ROUND 3 INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,MORI SUSHI,ACTIVE,PR0011252
DAZGWLYF2,2017-10-18,PUPUSERIA Y RESTAURANTE SIHUATEHUACAN,94,A,1,ROUTINE INSPECTION,EE0001026,4614 AVALON BLVD,LOS ANGELES,FA0243197,CA,90011,OW0129457,OSWALDO A RAMON RENDEROS,RESTAURANT (0-30) SEATS HIGH RISK,1632,PUPUSERIA Y RESTAURANTE SIHUATEHUACAN,ACTIVE,PR0191418
DA88LNBWP,2017-08-30,ANTONIO'S,80,B,1,ROUTINE INSPECTION,EE0000951,7470 MELROSE AVE,LOS ANGELES,FA0006521,CA,90046,OW0003489,AXY ENTERPRISES,RESTAURANT (151 + ) SEATS HIGH RISK,1641,ANTONIO'S,ACTIVE,PR0010215
DABPFK0H0,2017-08-30,QWENCH JUICE BAR,91,A,1,ROUTINE INSPECTION,EE0001058,201 N LOS ANGELES ST STE 24,LOS ANGELES,FA0030822,CA,90012,OW0000115,"110 SUNSHINE SMOOTHIES, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,QWENCH JUICE BAR,ACTIVE,PR0019841
DAQGI300N,2017-08-29,DRINK / QUENCH HOLLYWOOD,93,A,1,ROUTINE INSPECTION,EE0000835,6848 W SUNSET BLVD,LOS ANGELES,FA0030817,CA,90028,OW0000115,"110 SUNSHINE SMOOTHIES, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,DRINK / QUENCH HOLLYWOOD,ACTIVE,PR0010536
DACWAFY77,2017-08-28,TAMALES ALBERTO,97,A,1,ROUTINE INSPECTION,EE0000723,1644 W TEMPLE ST,LOS ANGELES,FA0071840,CA,90026,OW0024088,MEJIA FRANCISCO,RESTAURANT (0-30) SEATS HIGH RISK,1632,TAMALES ALBERTO,ACTIVE,PR0046859
DAUV5NCL1,2017-08-17,ROBEKS JUICE,93,A,1,ROUTINE INSPECTION,EE0000846,1915 N HILLHURST AVE,LOS ANGELES,FA0046628,CA,90027,OW0000118,"110 SUNSHINE SMOOTHIES, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,ROBEKS JUICE,ACTIVE,PR0012195
DATAXREPB,2017-08-14,DRINK COFFEE + TEA,90,A,1,ROUTINE INSPECTION,EE0000904,1528 N VERMONT AVE # #C,LOS ANGELES,FA0030543,CA,90027,OW0000117,"110 SUNSHINE SMOOTHIES, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,DRINK COFFEE + TEA,ACTIVE,PR0025522
DABYSXA7N,2017-08-08,PRESTO DELI,74,C,1,ROUTINE INSPECTION,EE0000684,1849 SAWTELLE BLVD,LOS ANGELES,FA0045117,CA,90025,OW0013793,GOODWIN TYRONE,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PRESTO DELI,ACTIVE,PR0023493
DAFQAA2NG,2017-07-17,PUPUSERIA Y RESTAURANTE SIHUATEHUACAN,97,A,401,OWNER INITIATED ROUTINE INSPECT.,EE0001026,4614 AVALON BLVD,LOS ANGELES,FA0243197,CA,90011,OW0129457,OSWALDO A RAMON RENDEROS,RESTAURANT (0-30) SEATS HIGH RISK,1632,PUPUSERIA Y RESTAURANTE SIHUATEHUACAN,ACTIVE,PR0191418
DA6CKZ2E6,2017-06-28,PUPUSERIA Y RESTAURANTE SIHUATEHUACAN,72,C,1,ROUTINE INSPECTION,EE0001026,4614 AVALON BLVD,LOS ANGELES,FA0243197,CA,90011,OW0129457,OSWALDO A RAMON RENDEROS,RESTAURANT (0-30) SEATS HIGH RISK,1632,PUPUSERIA Y RESTAURANTE SIHUATEHUACAN,ACTIVE,PR0191418
DAM23880D,2017-06-20,QWENCH 9TH AND FLOWER,91,A,1,ROUTINE INSPECTION,EE0000721,645 W 9TH ST STE 109,LOS ANGELES,FA0030823,CA,90017,OW0000115,"110 SUNSHINE SMOOTHIES, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,QWENCH 9TH AND FLOWER,ACTIVE,PR0009626
DANL8WRBT,2017-06-15,QWENCH JUICE BAR,91,A,1,ROUTINE INSPECTION,EE0001058,201 N LOS ANGELES ST STE 24,LOS ANGELES,FA0030822,CA,90012,OW0000115,"110 SUNSHINE SMOOTHIES, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,QWENCH JUICE BAR,ACTIVE,PR0019841
DAIH6JMMK,2017-06-01,MORI SUSHI,95,A,401,OWNER INITIATED ROUTINE INSPECT.,EE0000338,11500 W PICO BLVD,LOS ANGELES,FA0041542,CA,90064,OW0030832,ROUND 3 INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,MORI SUSHI,ACTIVE,PR0011252
DAVYQRZ1T,2017-05-24,MORI SUSHI,81,B,1,ROUTINE INSPECTION,EE0000338,11500 W PICO BLVD,LOS ANGELES,FA0041542,CA,90064,OW0030832,ROUND 3 INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,MORI SUSHI,ACTIVE,PR0011252
DA0C33HXK,2017-05-10,ANTONIO'S,96,A,1,ROUTINE INSPECTION,EE0000951,7470 MELROSE AVE,LOS ANGELES,FA0006521,CA,90046,OW0003489,AXY ENTERPRISES,RESTAURANT (151 + ) SEATS HIGH RISK,1641,ANTONIO'S,ACTIVE,PR0010215
DABI5LBZS,2017-03-30,TAMALES ALBERTO,96,A,1,ROUTINE INSPECTION,EE0000723,1644 W TEMPLE ST,LOS ANGELES,FA0071840,CA,90026,OW0024088,MEJIA FRANCISCO,RESTAURANT (0-30) SEATS HIGH RISK,1632,TAMALES ALBERTO,ACTIVE,PR0046859
DAUPP40X6,2017-03-13,DRINK COFFEE + TEA,96,A,1,ROUTINE INSPECTION,EE0000904,1528 N VERMONT AVE # #C,LOS ANGELES,FA0030543,CA,90027,OW0000117,"110 SUNSHINE SMOOTHIES, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,DRINK COFFEE + TEA,ACTIVE,PR0025522
DA60MQKGF,2017-03-08,PUPUSERIA Y RESTAURANTE SIHUATEHUACAN,96,A,1,ROUTINE INSPECTION,EE0001026,4614 AVALON BLVD,LOS ANGELES,FA0243197,CA,90011,OW0129457,OSWALDO A RAMON RENDEROS,RESTAURANT (0-30) SEATS HIGH RISK,1632,PUPUSERIA Y RESTAURANTE SIHUATEHUACAN,ACTIVE,PR0191418
DABLXRQU0,2017-01-17,DRINK / QUENCH HOLLYWOOD,91,A,1,ROUTINE INSPECTION,EE0000835,6848 W SUNSET BLVD,LOS ANGELES,FA0030817,CA,90028,OW0000115,"110 SUNSHINE SMOOTHIES, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,DRINK / QUENCH HOLLYWOOD,ACTIVE,PR0010536
DAKZPJLCG,2017-01-05,ROBEKS JUICE,91,A,1,ROUTINE INSPECTION,EE0000846,1915 N HILLHURST AVE,LOS ANGELES,FA0046628,CA,90027,OW0000118,"110 SUNSHINE SMOOTHIES, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,ROBEKS JUICE,ACTIVE,PR0012195
DAI8RDF4U,2016-12-20,MORI SUSHI,94,A,1,ROUTINE INSPECTION,EE0000338,11500 W PICO BLVD,LOS ANGELES,FA0041542,CA,90064,OW0030832,ROUND 3 INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,MORI SUSHI,ACTIVE,PR0011252
DAQOWJIPJ,2016-11-22,TAMALES ALBERTO,94,A,401,OWNER INITIATED ROUTINE INSPECT.,EE0000723,1644 W TEMPLE ST,LOS ANGELES,FA0071840,CA,90026,OW0024088,MEJIA FRANCISCO,RESTAURANT (0-30) SEATS HIGH RISK,1632,TAMALES ALBERTO,ACTIVE,PR0046859
DAMFJDDZA,2016-11-01,TAMALES ALBERTO,80,B,1,ROUTINE INSPECTION,EE0000723,1644 W TEMPLE ST,LOS ANGELES,FA0071840,CA,90026,OW0024088,MEJIA FRANCISCO,RESTAURANT (0-30) SEATS HIGH RISK,1632,TAMALES ALBERTO,ACTIVE,PR0046859
DAGYLIWEK,2016-10-26,DRINK COFFEE + TEA,95,A,1,ROUTINE INSPECTION,EE0000904,1528 N VERMONT AVE # #C,LOS ANGELES,FA0030543,CA,90027,OW0000117,"110 SUNSHINE SMOOTHIES, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,DRINK COFFEE + TEA,ACTIVE,PR0025522
DATTZ9T0O,2016-09-14,DRINK / QUENCH HOLLYWOOD,92,A,1,ROUTINE INSPECTION,EE0000835,6848 W SUNSET BLVD,LOS ANGELES,FA0030817,CA,90028,OW0000115,"110 SUNSHINE SMOOTHIES, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,DRINK / QUENCH HOLLYWOOD,ACTIVE,PR0010536
DAR0DMVDD,2016-09-06,PRESTO DELI,94,A,1,ROUTINE INSPECTION,EE0000684,1849 SAWTELLE BLVD,LOS ANGELES,FA0045117,CA,90025,OW0013793,GOODWIN TYRONE,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PRESTO DELI,ACTIVE,PR0023493
DAEW8QXGO,2016-09-06,QWENCH JUICE BAR,90,A,1,ROUTINE INSPECTION,EE0001058,201 N LOS ANGELES ST STE 24,LOS ANGELES,FA0030822,CA,90012,OW0000115,"110 SUNSHINE SMOOTHIES, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,QWENCH JUICE BAR,ACTIVE,PR0019841
DA5DIACYB,2016-08-09,ROBEKS JUICE,94,A,1,ROUTINE INSPECTION,EE0000846,1915 N HILLHURST AVE,LOS ANGELES,FA0046628,CA,90027,OW0000118,"110 SUNSHINE SMOOTHIES, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,ROBEKS JUICE,ACTIVE,PR0012195
DAAQTSLZ3,2016-07-28,PRESTO DELI,100,A,1,ROUTINE INSPECTION,EE0000684,1849 SAWTELLE BLVD,LOS ANGELES,FA0045117,CA,90025,OW0013793,GOODWIN TYRONE,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PRESTO DELI,ACTIVE,PR0023493
DAWSI8PVN,2016-07-20,ANTONIO'S,96,A,1,ROUTINE INSPECTION,EE0000951,7470 MELROSE AVE,LOS ANGELES,FA0006521,CA,90046,OW0003489,AXY ENTERPRISES,RESTAURANT (151 + ) SEATS HIGH RISK,1641,ANTONIO'S,ACTIVE,PR0010215
DAG33AVM1,2016-06-22,DRINK COFFEE + TEA,96,A,1,ROUTINE INSPECTION,EE0000904,1528 N VERMONT AVE # #C,LOS ANGELES,FA0030543,CA,90027,OW0000117,"110 SUNSHINE SMOOTHIES, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,DRINK COFFEE + TEA,ACTIVE,PR0025522
DAE3RRY9A,2016-05-26,QWENCH JUICE BAR,92,A,1,ROUTINE INSPECTION,EE0001058,201 N LOS ANGELES ST STE 24,LOS ANGELES,FA0030822,CA,90012,OW0000115,"110 SUNSHINE SMOOTHIES, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,QWENCH JUICE BAR,ACTIVE,PR0019841
DAR9KZGD0,2016-05-17,DRINK / QUENCH HOLLYWOOD,92,A,1,ROUTINE INSPECTION,EE0000835,6848 W SUNSET BLVD,LOS ANGELES,FA0030817,CA,90028,OW0000115,"110 SUNSHINE SMOOTHIES, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,DRINK / QUENCH HOLLYWOOD,ACTIVE,PR0010536
DA7KOFONX,2016-05-02,QWENCH 9TH AND FLOWER,96,A,1,ROUTINE INSPECTION,EE0000721,645 W 9TH ST STE 109,LOS ANGELES,FA0030823,CA,90017,OW0000115,"110 SUNSHINE SMOOTHIES, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,QWENCH 9TH AND FLOWER,ACTIVE,PR0009626
DAIBRNJ20,2016-04-27,TAMALES ALBERTO,96,A,1,ROUTINE INSPECTION,EE0000723,1644 W TEMPLE ST,LOS ANGELES,FA0071840,CA,90026,OW0024088,MEJIA FRANCISCO,RESTAURANT (0-30) SEATS HIGH RISK,1632,TAMALES ALBERTO,ACTIVE,PR0046859
DA3R3MB62,2016-02-19,ROBEKS JUICE,96,A,1,ROUTINE INSPECTION,EE0000846,1915 N HILLHURST AVE,LOS ANGELES,FA0046628,CA,90027,OW0000118,"110 SUNSHINE SMOOTHIES, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,ROBEKS JUICE,ACTIVE,PR0012195
DAKQUES0B,2016-02-18,PRESTO DELI,98,A,1,ROUTINE INSPECTION,EE0000684,1849 SAWTELLE BLVD,LOS ANGELES,FA0045117,CA,90025,OW0013793,GOODWIN TYRONE,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PRESTO DELI,ACTIVE,PR0023493
DAEGYWYGY,2016-02-11,MORI SUSHI,92,A,1,ROUTINE INSPECTION,EE0000338,11500 W PICO BLVD,LOS ANGELES,FA0041542,CA,90064,OW0030832,ROUND 3 INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,MORI SUSHI,ACTIVE,PR0011252
DAMEV4NQC,2016-01-27,TAMALES ALBERTO,95,A,1,ROUTINE INSPECTION,EE0000723,1644 W TEMPLE ST,LOS ANGELES,FA0071840,CA,90026,OW0024088,MEJIA FRANCISCO,RESTAURANT (0-30) SEATS HIGH RISK,1632,TAMALES ALBERTO,ACTIVE,PR0046859
DAW1GYHHK,2016-01-26,ANTONIO'S,93,A,1,ROUTINE INSPECTION,EE0000951,7470 MELROSE AVE,LOS ANGELES,FA0006521,CA,90046,OW0003489,AXY ENTERPRISES,RESTAURANT (151 + ) SEATS HIGH RISK,1641,ANTONIO'S,ACTIVE,PR0010215
DAEKV3JM5,2016-01-22,DRINK / QUENCH HOLLYWOOD,90,A,1,ROUTINE INSPECTION,EE0000835,6848 W SUNSET BLVD,LOS ANGELES,FA0030817,CA,90028,OW0000115,"110 SUNSHINE SMOOTHIES, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,DRINK / QUENCH HOLLYWOOD,ACTIVE,PR0010536
DAZWA4CKQ,2015-12-29,DRINK COFFEE + TEA,91,A,1,ROUTINE INSPECTION,EE0000904,1528 N VERMONT AVE # #C,LOS ANGELES,FA0030543,CA,90027,OW0000117,"110 SUNSHINE SMOOTHIES, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,DRINK COFFEE + TEA,ACTIVE,PR0025522
DAC2EVHKT,2015-11-04,MORI SUSHI,97,A,1,ROUTINE INSPECTION,EE0000338,11500 W PICO BLVD,LOS ANGELES,FA0041542,CA,90064,OW0030832,ROUND 3 INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,MORI SUSHI,ACTIVE,PR0011252
DA9ALHIFH,2015-09-17,TAMALES ALBERTO,94,A,1,ROUTINE INSPECTION,EE0000723,1644 W TEMPLE ST,LOS ANGELES,FA0071840,CA,90026,OW0024088,MEJIA FRANCISCO,RESTAURANT (0-30) SEATS HIGH RISK,1632,TAMALES ALBERTO,ACTIVE,PR0046859
DA9ZVACY9,2015-09-09,QWENCH JUICE BAR,92,A,1,ROUTINE INSPECTION,EE0000893,201 N LOS ANGELES ST STE 24,LOS ANGELES,FA0030822,CA,90012,OW0000115,"110 SUNSHINE SMOOTHIES, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,QWENCH JUICE BAR,ACTIVE,PR0019841
DALWMXDGP,2015-09-03,ANTONIO'S,93,A,1,ROUTINE INSPECTION,EE0000951,7470 MELROSE AVE,LOS ANGELES,FA0006521,CA,90046,OW0003489,AXY ENTERPRISES,RESTAURANT (151 + ) SEATS HIGH RISK,1641,ANTONIO'S,ACTIVE,PR0010215
DAM63NTWU,2015-07-28,PRESTO DELI,95,A,1,ROUTINE INSPECTION,EE0000684,1849 SAWTELLE BLVD,LOS ANGELES,FA0045117,CA,90025,OW0013793,GOODWIN TYRONE,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PRESTO DELI,ACTIVE,PR0023493
DACKTZYRG,2015-07-17,ROBEKS JUICE,95,A,1,ROUTINE INSPECTION,EE0000718,1915 N HILLHURST AVE,LOS ANGELES,FA0046628,CA,90027,OW0000118,"110 SUNSHINE SMOOTHIES, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,ROBEKS JUICE,ACTIVE,PR0012195
DAFM1YEPX,2018-03-13,DRINK / QUENCH HOLLYWOOD,94,A,1,ROUTINE INSPECTION,EE0000835,6848 W SUNSET BLVD,LOS ANGELES,FA0030817,CA,90028,OW0000115,"110 SUNSHINE SMOOTHIES, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,DRINK / QUENCH HOLLYWOOD,ACTIVE,PR0010536
DAXKTJJXU,2018-02-14,QWENCH JUICE BAR,90,A,1,ROUTINE INSPECTION,EE0001058,201 N LOS ANGELES ST STE 24,LOS ANGELES,FA0030822,CA,90012,OW0000115,"110 SUNSHINE SMOOTHIES, INC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,QWENCH JUICE BAR,ACTIVE,PR0019841
DA7798LO0,2018-01-16,PRESTO DELI,97,A,1,ROUTINE INSPECTION,EE0000684,1849 SAWTELLE BLVD,LOS ANGELES,FA0045117,CA,90025,OW0013793,GOODWIN TYRONE,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PRESTO DELI,ACTIVE,PR0023493
DALAYS0EE,2018-01-10,ANTONIO'S,97,A,1,ROUTINE INSPECTION,EE0000951,7470 MELROSE AVE,LOS ANGELES,FA0006521,CA,90046,OW0003489,AXY ENTERPRISES,RESTAURANT (151 + ) SEATS HIGH RISK,1641,ANTONIO'S,ACTIVE,PR0010215
DAL6AQGIQ,2018-01-05,ROBEKS JUICE,95,A,1,ROUTINE INSPECTION,EE0000846,1915 N HILLHURST AVE,LOS ANGELES,FA0046628,CA,90027,OW0000118,"110 SUNSHINE SMOOTHIES, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,ROBEKS JUICE,ACTIVE,PR0012195